face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_113_face0.png,Middle Eastern,White,Male,30-39,"[4.2301559e-01 4.4469682e-05 1.2379674e-01 6.4097323e-05 9.3679970e-05
 9.7512193e-03 4.4323429e-01]",[9.6310472e-01 8.2318584e-04 1.8951256e-04 3.5882566e-02],[9.999939e-01 6.056096e-06],"[7.3959433e-07 2.2914307e-06 2.8353179e-04 4.1100014e-02 6.8269563e-01
 2.7155206e-01 4.3437872e-03 2.1734881e-05 2.1618091e-07]","[(202, 183) (743, 724)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_121_face0.png,White,White,Male,30-39,"[5.7324946e-01 1.4560440e-03 2.6335159e-01 2.4861694e-04 4.8008884e-04
 1.5663254e-03 1.5964785e-01]",[0.9930204  0.00186254 0.00183154 0.00328554],[9.9999958e-01 4.2544582e-07],"[1.7766846e-06 1.3575070e-05 8.5732929e-04 4.5578527e-01 5.3553063e-01
 7.7932389e-03 1.8059236e-05 1.5340002e-07 2.4271627e-09]","[(442, 216) (704, 477)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_124_face0.png,White,White,Male,30-39,"[9.8551768e-01 3.7958529e-05 8.8793430e-03 6.5461913e-06 2.0406385e-05
 9.4543837e-05 5.4435860e-03]",[9.9889356e-01 3.0977282e-04 1.2389803e-05 7.8420836e-04],[9.9997836e-01 2.1592106e-05],"[4.9623278e-08 4.1144617e-07 5.8448972e-04 2.3756230e-01 6.7879921e-01
 8.2178511e-02 8.6963049e-04 5.3177523e-06 8.3541025e-08]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_112_face0.png,White,White,Male,30-39,"[4.6191773e-01 1.1821006e-03 4.4834214e-01 2.6307997e-04 2.8458450e-04
 1.6759722e-02 7.1250722e-02]",[8.4984249e-01 1.7321240e-02 2.5154997e-04 1.3258468e-01],[9.999993e-01 7.398590e-07],"[2.55643863e-06 9.26797657e-06 1.16093922e-03 8.15657005e-02
 7.09359765e-01 2.03829184e-01 4.05752053e-03 1.49555735e-05
 8.43115160e-08]","[(294, 267) (608, 581)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_52_face0.png,White,White,Male,30-39,"[9.6575409e-01 6.2592946e-05 1.6785106e-02 1.8790610e-06 6.0529414e-06
 3.7184276e-04 1.7018417e-02]",[9.8865670e-01 6.7778663e-03 1.2769060e-05 4.5526326e-03],[9.9999481e-01 5.1972534e-06],"[2.4612092e-07 4.0789332e-06 1.5205473e-03 3.0064282e-01 6.4596885e-01
 5.1412985e-02 4.4773804e-04 2.7071844e-06 4.5140716e-08]","[(248, 215) (698, 665)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_96_face0.png,Latino_Hispanic,Indian,Male,20-29,"[1.9645630e-01 4.3926574e-03 4.7054622e-01 5.5083634e-05 2.2427937e-04
 9.8964430e-02 2.2936097e-01]",[0.34034652 0.11512509 0.00065036 0.5438781 ],[9.999998e-01 2.215861e-07],"[4.5765921e-07 1.0519934e-05 1.7220690e-03 5.5039674e-01 4.4041526e-01
 7.4331006e-03 2.1721691e-05 1.8105268e-07 2.8627234e-09]","[(284, 162) (545, 423)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_143_face0.png,White,White,Male,30-39,"[6.30074859e-01 3.64187034e-03 3.40541840e-01 1.56718816e-04
 3.01984255e-04 1.36676226e-02 1.16151525e-02]",[9.2268080e-01 6.9729984e-03 4.5126470e-04 6.9895007e-02],[9.9999183e-01 8.1394319e-06],"[2.2204811e-05 1.6348898e-04 5.8921427e-03 3.9562425e-01 5.7327098e-01
 2.4802342e-02 2.2067623e-04 3.7753468e-06 9.9856528e-08]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_122_face0.png,White,White,Male,30-39,"[9.78374720e-01 1.10681816e-04 1.53295323e-02 4.69788683e-05
 7.45643993e-05 6.85626001e-04 5.37785236e-03]",[9.98041689e-01 7.21214572e-04 1.08490836e-04 1.12865854e-03],[9.9993706e-01 6.2952655e-05],"[1.83124456e-07 7.29806345e-07 1.24941012e-04 1.08065814e-01
 7.43235290e-01 1.46590248e-01 1.97097263e-03 1.15623097e-05
 2.06027494e-07]","[(294, 362) (608, 675)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_139_face0.png,White,White,Male,30-39,"[9.9100280e-01 2.2206450e-04 5.2487464e-03 1.6192815e-05 6.0669838e-05
 1.9252063e-04 3.2569205e-03]",[9.8951864e-01 6.0629621e-03 3.1043732e-04 4.1079987e-03],[9.9999964e-01 3.2920192e-07],"[5.1438903e-08 2.0832797e-06 5.4299860e-04 2.6903853e-01 6.8923920e-01
 4.0848467e-02 3.2648668e-04 2.0782791e-06 5.1540891e-08]","[(363, 216) (624, 477)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_56_face0.png,White,White,Male,30-39,"[7.9423970e-01 3.0685337e-03 1.6508234e-01 7.6642691e-04 1.3244209e-03
 2.1948002e-03 3.3323802e-02]",[0.904842   0.05571301 0.003371   0.036074  ],[9.9999756e-01 2.4428764e-06],"[1.2015026e-07 1.2618044e-06 4.4242325e-04 2.9859537e-01 6.5665746e-01
 4.3784864e-02 5.1323726e-04 5.1556913e-06 1.3269688e-07]","[(263, 202) (640, 578)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_34_face0.png,Indian,Indian,Male,20-29,"[3.9518081e-02 7.1370561e-04 1.3273072e-01 1.2679932e-04 4.5051260e-04
 4.6365619e-01 3.6280394e-01]",[1.9685466e-02 7.0800190e-04 5.9582805e-04 9.7901070e-01],[9.9999511e-01 4.8953684e-06],"[1.8821200e-05 2.8341627e-04 6.2771901e-03 5.2484101e-01 4.5018333e-01
 1.8297473e-02 9.7467499e-05 1.2800605e-06 2.9698278e-08]","[(248, 261) (698, 711)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_55_face0.png,White,White,Male,30-39,"[5.6235307e-01 3.3415059e-04 3.2692358e-01 8.4309268e-04 1.1766956e-03
 4.0069148e-03 1.0436254e-01]",[9.9201232e-01 3.3579211e-04 4.2791050e-03 3.3727533e-03],[9.9999511e-01 4.8720945e-06],"[5.6409940e-06 1.8000055e-05 5.4746581e-04 4.1367520e-02 6.7470455e-01
 2.7883250e-01 4.4977255e-03 2.6475294e-05 1.3568554e-07]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_132_face0.png,White,White,Male,30-39,"[9.4913709e-01 5.8830593e-04 4.2397339e-02 1.9115281e-05 2.9098606e-05
 3.7579890e-04 7.4533010e-03]",[9.7757328e-01 1.7216528e-02 4.3823384e-04 4.7719409e-03],[9.9999976e-01 2.1802863e-07],"[1.8141144e-07 1.7550424e-06 2.6589027e-04 2.1001336e-01 7.4305135e-01
 4.6208631e-02 4.5667845e-04 2.1357000e-06 2.6924884e-08]","[(248, 261) (698, 711)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_64_face0.png,White,White,Male,30-39,"[9.7841197e-01 2.2105032e-05 1.2015907e-02 4.7810801e-05 7.1867376e-05
 5.9617474e-04 8.8343313e-03]",[9.9293673e-01 8.0175727e-04 8.7808468e-04 5.3835013e-03],[9.9998897e-01 1.1064887e-05],"[9.6204849e-07 8.8410516e-06 1.2172482e-03 3.0658889e-01 6.5085572e-01
 4.1009266e-02 3.1594740e-04 3.0113472e-06 8.0524373e-08]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_87_face0.png,White,White,Male,20-29,"[9.7299892e-01 9.8295313e-05 1.8402318e-02 4.3904624e-04 2.2529233e-04
 1.4397595e-04 7.6921857e-03]",[9.9658239e-01 2.2844574e-03 9.6433441e-04 1.6884255e-04],[9.9999863e-01 1.4019523e-06],"[8.4393463e-08 7.3729109e-07 1.0019841e-03 5.4765469e-01 4.4439998e-01
 6.9145230e-03 2.7695934e-05 2.4595911e-07 5.3993245e-09]","[(311, 241) (572, 503)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_146_face0.png,White,White,Male,30-39,"[9.7538817e-01 1.7931496e-04 1.6219435e-02 2.9777515e-05 3.8762133e-05
 1.4092347e-04 8.0036754e-03]",[9.9531358e-01 9.7508793e-04 2.0727869e-04 3.5040106e-03],[9.999469e-01 5.308057e-05],"[2.0002200e-07 2.9414957e-06 9.1643020e-04 2.2391160e-01 7.4433625e-01
 3.0606642e-02 2.2459180e-04 1.3503037e-06 2.2214834e-08]","[(390, 268) (651, 529)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_148_face0.png,White,White,Male,30-39,"[8.8486242e-01 1.4725346e-03 1.0162687e-01 3.8171638e-04 4.6576728e-04
 1.3591981e-04 1.1054643e-02]",[0.93571776 0.05445451 0.00441989 0.00540783],[9.9998868e-01 1.1365229e-05],"[2.1120262e-07 1.9000679e-06 1.5738022e-03 3.7455294e-01 5.9496367e-01
 2.8393717e-02 5.0686847e-04 6.7918013e-06 1.5133276e-07]","[(326, 267) (640, 581)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_141_face0.png,White,White,Male,30-39,"[9.54222620e-01 1.18569056e-04 3.50304656e-02 3.21070511e-05
 9.71313202e-05 5.33033686e-04 9.96617135e-03]",[0.9859517  0.00576344 0.00129218 0.00699276],[9.9999356e-01 6.4529559e-06],"[1.4580165e-06 5.3519734e-06 4.5366553e-04 2.1059757e-02 5.0084299e-01
 4.5043871e-01 2.6996169e-02 2.0054099e-04 1.3555506e-06]","[(363, 295) (624, 556)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_75_face0.png,Middle Eastern,White,Male,20-29,"[2.70284563e-01 7.34006811e-04 2.64744848e-01 1.09309665e-04
 2.52851925e-04 8.79391655e-03 4.55080539e-01]",[9.9628514e-01 9.8512834e-04 3.6381462e-04 2.3659347e-03],[9.9999994e-01 8.8329450e-08],"[5.1869906e-06 1.7624837e-04 1.2810038e-02 5.4967630e-01 4.2246979e-01
 1.4794270e-02 6.7270528e-05 9.5111915e-07 9.0523802e-09]","[(390, 268) (651, 529)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_79_face0.png,White,White,Male,30-39,"[9.9903107e-01 1.2893389e-05 5.2027561e-04 1.1273185e-05 1.8628894e-05
 2.2045401e-06 4.0383710e-04]",[9.9979872e-01 1.5396392e-04 3.2214302e-05 1.5118896e-05],[9.9999440e-01 5.6507565e-06],"[8.1515012e-08 1.1522817e-06 3.6886046e-04 2.1111116e-01 7.2980046e-01
 5.7818349e-02 8.9309365e-04 6.6485645e-06 1.4599242e-07]","[(337, 241) (599, 503)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_47_face0.png,Latino_Hispanic,White,Male,30-39,"[1.15313396e-01 2.85104639e-03 7.96902061e-01 1.30618471e-04
 5.37181972e-04 4.80457768e-02 3.62199619e-02]",[0.7662631  0.03015051 0.00686388 0.19672243],[9.9999946e-01 5.5615970e-07],"[6.7130991e-06 8.5398082e-05 7.5773341e-03 2.1015446e-01 6.5876383e-01
 1.2145758e-01 1.9419520e-03 1.2585806e-05 6.6935939e-08]","[(294, 215) (744, 665)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_88_face0.png,White,White,Male,30-39,"[6.6551161e-01 3.6114184e-04 2.3956202e-01 4.0317400e-04 3.5414254e-04
 1.7705077e-03 9.2037372e-02]",[9.9929166e-01 1.4332168e-04 1.2249063e-04 4.4251001e-04],[9.9971616e-01 2.8378103e-04],"[1.3596801e-05 2.9551226e-04 1.2053702e-02 3.7151587e-01 5.7923913e-01
 3.6655560e-02 2.2343446e-04 3.0629440e-06 8.3625665e-08]","[(363, 295) (624, 556)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_71_face0.png,White,White,Male,30-39,"[9.8565596e-01 7.8155033e-05 1.1489751e-02 1.3907121e-04 1.4685332e-04
 8.2174120e-05 2.4080256e-03]",[0.9884503  0.00307565 0.00470186 0.00377224],[9.9999917e-01 8.2362908e-07],"[3.2680844e-06 1.7006661e-05 5.4195180e-04 7.5916603e-02 7.0086485e-01
 2.1501063e-01 7.5550708e-03 8.9841349e-05 8.0786691e-07]","[(339, 202) (715, 578)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_51_face0.png,White,White,Male,30-39,"[6.4134192e-01 3.2259527e-04 1.9229761e-01 1.5038377e-04 2.2614944e-04
 9.7616659e-03 1.5589978e-01]",[9.899434e-01 3.316356e-04 7.665725e-05 9.648323e-03],[9.9996257e-01 3.7468188e-05],"[1.9048374e-06 2.1508506e-05 4.1392744e-03 1.5433250e-01 6.7643583e-01
 1.6221388e-01 2.8340057e-03 2.0809850e-05 3.3620805e-07]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_69_face0.png,Black,Black,Male,30-39,"[2.2476635e-05 9.9927056e-01 4.0297813e-04 3.4788405e-07 3.0772301e-06
 2.5147563e-04 4.9122729e-05]",[5.0072893e-05 9.9924940e-01 1.4450165e-05 6.8607653e-04],[9.9998599e-01 1.3993553e-05],"[2.6108289e-06 4.0849231e-05 5.7760510e-03 3.1149924e-01 5.4287714e-01
 1.3156298e-01 7.9750959e-03 2.5298801e-04 1.3018575e-05]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_107_face0.png,White,White,Male,20-29,"[8.4270549e-01 1.9037831e-03 9.1079049e-02 8.2991821e-05 1.8134991e-04
 3.4896629e-03 6.0557652e-02]",[9.1346073e-01 5.1094559e-03 5.6763558e-04 8.0862217e-02],[9.9999553e-01 4.4923086e-06],"[2.3856140e-07 1.9527393e-05 1.1288729e-02 6.7829782e-01 3.0405870e-01
 6.3018282e-03 3.2564301e-05 5.1992185e-07 1.5669825e-08]","[(202, 293) (743, 833)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_50_face0.png,White,White,Male,20-29,"[8.01517367e-01 2.32522842e-04 1.11408465e-01 3.24144421e-05
 4.03718477e-05 8.53454752e-04 8.59155580e-02]",[9.9860507e-01 2.6454756e-04 3.4629811e-05 1.0956256e-03],[0.95419294 0.04580704],"[4.1741263e-08 3.8521634e-06 1.3982335e-02 6.8010437e-01 2.9772058e-01
 8.1194639e-03 6.8573798e-05 7.9264322e-07 2.6574781e-08]","[(326, 172) (640, 485)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_84_face0.png,White,White,Male,30-39,"[6.4915317e-01 2.1407160e-04 2.8054872e-01 8.9983107e-05 1.3073756e-04
 9.8412009e-03 6.0022041e-02]",[9.1313368e-01 1.5527164e-03 3.4820184e-04 8.4965490e-02],[9.999971e-01 2.892948e-06],"[1.09050688e-05 6.53343886e-05 2.73539219e-03 1.21467344e-01
 6.73453867e-01 1.99666768e-01 2.59143231e-03 8.87271108e-06
 5.98826020e-08]","[(326, 331) (640, 643)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_43_face0.png,Middle Eastern,White,Male,40-49,"[2.8828156e-01 2.9512254e-05 4.4286959e-02 6.0696846e-05 1.0598129e-04
 5.9949905e-03 6.6124034e-01]",[9.7309899e-01 2.0405032e-04 2.8549633e-03 2.3842074e-02],[9.9999529e-01 4.7208614e-06],"[9.08148741e-06 4.20229189e-05 1.24007044e-03 4.17199284e-02
 4.68189567e-01 4.75546509e-01 1.31578855e-02 9.40785903e-05
 8.39629990e-07]","[(337, 295) (599, 556)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_150_face0.png,White,White,Male,30-39,"[0.8994632  0.00218787 0.059025   0.00404495 0.0023495  0.00125717
 0.03167246]",[0.9787091  0.00377923 0.00583304 0.01167859],[9.9999934e-01 6.2857617e-07],"[6.6645121e-06 4.0878444e-05 1.1510997e-03 1.7225423e-01 7.0316666e-01
 1.1879830e-01 4.4811028e-03 9.9641118e-05 1.4279077e-06]","[(302, 316) (677, 692)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_126_face0.png,Latino_Hispanic,White,Male,30-39,"[0.35604015 0.00206    0.46230367 0.00050047 0.0016883  0.07775681
 0.09965069]",[9.8595876e-01 2.4477507e-03 1.5003244e-04 1.1443415e-02],[9.9999970e-01 2.9797525e-07],"[4.0467708e-06 9.6294578e-05 1.9109698e-03 3.7435737e-01 5.9586942e-01
 2.7615964e-02 1.4388490e-04 2.0841851e-06 2.0315023e-08]","[(294, 168) (744, 619)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_82_face1.png,Latino_Hispanic,Indian,Male,30-39,"[3.8300100e-01 2.5735921e-03 5.0868714e-01 4.0294351e-05 2.7009839e-04
 6.6871792e-02 3.8556118e-02]",[0.4497419  0.05882479 0.00076623 0.49066707],[9.9999982e-01 1.2710414e-07],"[5.34647654e-07 7.64562355e-06 1.03496865e-03 2.18230113e-01
 7.20676064e-01 5.97522259e-02 2.96698359e-04 1.75001867e-06
 1.38428895e-08]","[(302, 202) (677, 578)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_62_face0.png,White,White,Male,30-39,"[5.5043006e-01 6.1827290e-05 2.9852250e-01 1.4979121e-03 1.4280842e-03
 6.2043625e-03 1.4185517e-01]",[9.7936273e-01 1.6345314e-04 1.4035051e-03 1.9070327e-02],[9.9999452e-01 5.4727175e-06],"[5.1642019e-07 9.0631311e-06 1.9263945e-03 2.3562108e-01 6.9695729e-01
 6.5100171e-02 3.8453937e-04 9.7680493e-07 7.3307298e-09]","[(363, 241) (624, 503)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_2_face0.png,White,White,Male,20-29,"[7.6945102e-01 2.1879654e-04 2.0213790e-01 1.5970855e-03 1.6949222e-03
 3.4053794e-03 2.1494860e-02]",[9.9433172e-01 1.2621790e-04 2.5282758e-03 3.0138078e-03],[9.9999887e-01 1.1169826e-06],"[4.3609430e-06 2.3316500e-04 8.9217713e-03 6.1939019e-01 3.6233324e-01
 9.0751443e-03 4.1708758e-05 4.3818019e-07 5.7494356e-09]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_7_face0.png,White,White,Male,30-39,"[8.2872492e-01 6.8467998e-05 3.0444100e-02 3.7752743e-05 4.6526591e-05
 4.4212225e-04 1.4023612e-01]",[9.9849558e-01 6.2176556e-04 2.5664976e-05 8.5693557e-04],[9.999992e-01 7.888493e-07],"[1.0584774e-06 1.9910436e-05 3.4061887e-03 3.4343109e-01 6.1560047e-01
 3.7285030e-02 2.5352853e-04 2.7371580e-06 3.0723168e-08]","[(170, 121) (819, 770)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_129_face0.png,Black,Black,Male,20-29,"[3.5112405e-06 9.9860334e-01 1.8363351e-04 6.5587312e-07 1.2127959e-05
 1.1912755e-03 5.5564142e-06]",[1.42401896e-05 9.99594033e-01 1.13127135e-05 3.80426674e-04],[9.9933535e-01 6.6461758e-04],"[5.0164431e-06 6.8937812e-04 7.5683542e-02 6.9800442e-01 2.1277669e-01
 1.2603588e-02 2.3259128e-04 4.5605248e-06 2.6207817e-07]","[(302, 202) (677, 578)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_78_face0.png,White,White,Male,30-39,"[9.3560266e-01 8.8055451e-05 4.6841919e-02 1.2621207e-05 4.6444798e-05
 1.0717179e-03 1.6336514e-02]",[9.626044e-01 8.684042e-04 4.136485e-04 3.611352e-02],[9.9999893e-01 1.1050687e-06],"[2.2619594e-07 4.0022005e-06 2.9331075e-03 3.9797613e-01 5.3553861e-01
 6.2738471e-02 8.0466043e-04 4.7190470e-06 4.2945270e-08]","[(363, 268) (624, 529)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_108_face0.png,White,White,Male,30-39,"[7.01773286e-01 2.15440625e-04 8.02010819e-02 1.20884215e-04
 2.70379183e-04 6.74570724e-03 2.10673183e-01]",[9.9066633e-01 2.3247141e-03 3.4150376e-04 6.6673583e-03],[9.9999774e-01 2.2675915e-06],"[2.4689027e-06 6.8054824e-06 1.4995757e-03 1.6234043e-01 7.2563326e-01
 1.0871230e-01 1.7750440e-03 2.9666344e-05 4.6303691e-07]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_63_face0.png,Latino_Hispanic,Indian,Male,40-49,"[3.4508058e-01 1.1975724e-04 3.5675758e-01 1.2858750e-05 7.1556067e-05
 5.1513352e-02 2.4644440e-01]",[3.518788e-01 2.134508e-03 1.790352e-04 6.458076e-01],[9.999995e-01 4.800374e-07],"[1.0236922e-06 2.0140871e-05 1.3140483e-03 1.6661687e-02 4.1918969e-01
 5.4488879e-01 1.7870249e-02 5.4141252e-05 2.6962633e-07]","[(341, 185) (559, 403)]"
fairface/detected_faces/Stablexl1.0_police officer_neutral/police officer_neutral_0_face0.png,White,White,Male,20-29,"[7.3087037e-01 2.5319436e-04 2.0956400e-01 9.6627911e-05 3.4242397e-04
 2.9775782e-03 5.5895854e-02]",[0.8899935  0.00275501 0.00971772 0.09753378],[9.9999899e-01 1.0280789e-06],"[1.3202997e-07 3.4442912e-06 2.9886996e-03 7.2293741e-01 2.7064803e-01
 3.4140111e-03 8.2124070e-06 7.6606369e-08 1.5592534e-09]","[(339, 392) (715, 768)]"
