image,age_insightface,gender_insightface
politician_neutral_70.png,55.0,1.0
politician_neutral_4.png,51.0,1.0
politician_neutral_117.png,50.0,1.0
politician_neutral_90.png,47.0,1.0
politician_neutral_88.png,53.0,1.0
politician_neutral_59.png,62.0,1.0
politician_neutral_39.png,50.0,1.0
politician_neutral_61.png,60.0,1.0
politician_neutral_116.png,58.0,1.0
politician_neutral_148.png,60.0,1.0
politician_neutral_124.png,56.0,1.0
politician_neutral_108.png,52.0,1.0
politician_neutral_74.png,64.0,1.0
politician_neutral_15.png,71.0,1.0
politician_neutral_75.png,54.0,1.0
politician_neutral_107.png,58.0,1.0
politician_neutral_47.png,59.0,1.0
politician_neutral_17.png,48.0,1.0
politician_neutral_81.png,64.0,1.0
politician_neutral_104.png,73.0,1.0
politician_neutral_71.png,54.0,1.0
politician_neutral_7.png,67.0,1.0
politician_neutral_105.png,62.0,1.0
politician_neutral_94.png,59.0,1.0
politician_neutral_86.png,47.0,1.0
politician_neutral_112.png,,
politician_neutral_119.png,61.0,1.0
politician_neutral_60.png,42.0,1.0
politician_neutral_122.png,56.0,1.0
politician_neutral_141.png,60.0,1.0
politician_neutral_52.png,60.0,1.0
politician_neutral_29.png,40.0,1.0
politician_neutral_80.png,47.0,1.0
politician_neutral_37.png,61.0,1.0
politician_neutral_120.png,66.0,1.0
politician_neutral_133.png,66.0,1.0
politician_neutral_128.png,63.0,1.0
politician_neutral_151.png,55.0,1.0
politician_neutral_20.png,65.0,1.0
politician_neutral_56.png,55.0,1.0
politician_neutral_49.png,60.0,1.0
politician_neutral_43.png,64.0,1.0
politician_neutral_113.png,51.0,1.0
politician_neutral_57.png,43.0,1.0
politician_neutral_145.png,64.0,1.0
politician_neutral_78.png,71.0,1.0
politician_neutral_34.png,56.0,1.0
politician_neutral_62.png,57.0,1.0
politician_neutral_53.png,58.0,1.0
politician_neutral_67.png,60.0,1.0
politician_neutral_109.png,66.0,1.0
politician_neutral_5.png,55.0,1.0
politician_neutral_114.png,57.0,1.0
politician_neutral_123.png,62.0,1.0
politician_neutral_64.png,51.0,1.0
politician_neutral_32.png,45.0,1.0
politician_neutral_38.png,59.0,1.0
politician_neutral_63.png,,
politician_neutral_129.png,67.0,1.0
politician_neutral_95.png,62.0,1.0
politician_neutral_82.png,55.0,1.0
politician_neutral_45.png,48.0,1.0
politician_neutral_21.png,56.0,1.0
politician_neutral_23.png,46.0,1.0
politician_neutral_25.png,59.0,1.0
politician_neutral_35.png,58.0,1.0
politician_neutral_54.png,56.0,1.0
